Employment,PreviousSalary,YearsCode,ComputerSkills,Employed,Lang_AWS,Lang_Bash/Shell,Lang_C#,Lang_Docker,Lang_Git,Lang_HTML/CSS,Lang_Java,Lang_JavaScript,Lang_Microsoft SQL Server,Lang_MySQL,Lang_Node.js,Lang_Other,Lang_PostgreSQL,Lang_Python,Lang_React.js,Lang_SQL,Lang_TypeScript,Age (>35),edlevel_encoded
1,170000.0,41,22,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1
1,33036.0,8,22,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,3
1,174500.0,33,24,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,3
1,100000.0,16,12,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,2
1,58373.0,32,11,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,2
1,70264.0,16,11,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0
1,97288.0,9,5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2
0,54972.0,18,13,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,2
1,13124.0,2,8,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,2
1,181515.0,23,5,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3
1,37080.0,8,6,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2
1,120000.0,7,17,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,2
1,4128.0,4,11,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,2
0,87850.0,24,11,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0
1,111277.0,14,16,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,2
1,95126.0,20,10,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,3
1,24588.0,5,8,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2
1,178000.0,4,8,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,2
1,45300.0,5,6,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,2
1,13326.0,6,12,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0
1,220000.0,27,17,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,2
0,38915.0,15,16,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,3
1,30372.0,9,15,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0
1,51112.0,6,16,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0
1,6744.0,7,12,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,2
1,86853.0,25,12,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,2
1,138000.0,22,6,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,2
1,80172.0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2
1,180000.0,18,10,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,2
0,31200.0,30,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1,64859.0,15,17,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,3
1,109871.0,20,9,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,3
1,3624.0,5,9,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0
1,160000.0,40,12,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,3
1,70150.0,8,10,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,2
0,70264.0,6,18,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,3
1,153000.0,21,19,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,2
1,23268.0,12,15,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,2
1,135000.0,6,9,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2
1,93533.0,18,14,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,2
1,90482.0,10,12,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,2
0,32568.0,10,7,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,4
1,125000.0,22,12,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,2
1,43110.0,10,13,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,2
1,104891.0,17,11,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,2
1,31032.0,13,21,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,2
1,10440.0,7,13,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1,70150.0,12,22,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0
1,69800.0,20,20,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,3
1,40356.0,11,19,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,2
1,129259.0,22,11,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,2
1,90000.0,1,15,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,2
1,180000.0,30,12,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,2
1,90758.0,22,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,50304.0,24,9,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,3
1,34904.0,8,12,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,2
1,200000.0,20,13,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,3
1,74970.0,8,5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,4
1,21696.0,6,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2
1,65000.0,5,14,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0
1,133000.0,12,8,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2
0,100214.0,25,10,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1
1,190000.0,22,9,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,4
0,140527.0,15,10,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,3
1,50673.0,10,15,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,2
1,105000.0,19,21,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,2
1,86853.0,10,5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,180000.0,21,19,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,2
1,146947.0,20,11,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,2
1,80000.0,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1,50000.0,12,10,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0
1,115000.0,6,18,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0
1,17040.0,10,18,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,3
1,31620.0,10,12,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,3
1,60000.0,10,15,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,2
1,84000.0,4,22,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0
1,15096.0,7,12,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,2
1,147168.0,13,38,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,2
1,150000.0,10,13,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,3
1,116333.0,20,16,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,2
1,60106.0,10,11,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,2
1,87960.0,15,10,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,19092.0,9,10,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,2
1,66810.0,10,14,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,2
1,82008.0,15,7,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2
1,82464.0,16,23,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,2
1,143000.0,17,15,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,3
1,76831.0,18,17,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0
0,40000.0,7,18,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,2
1,51112.0,10,15,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,2
1,66810.0,32,14,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2
1,100000.0,5,6,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
1,133619.0,15,8,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2
0,142250.0,25,24,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
1,13032.0,6,11,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,2
1,109871.0,35,20,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,2
1,44000.0,6,19,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,2
1,130000.0,12,13,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3
1,42144.0,5,10,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,2
1,120000.0,19,13,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,2
1,85000.0,17,20,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,3
1,138000.0,4,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2
1,78104.0,32,11,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,2
1,77831.0,22,9,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,3
0,4750.0,13,12,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,3
0,1656.0,5,9,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2
1,3552.0,6,20,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,2
1,120000.0,40,18,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
0,7884.0,12,38,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
1,86976.0,12,7,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,3
0,66000.0,10,18,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0
1,27840.0,20,9,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,2
1,60129.0,10,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
1,66142.0,9,17,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,3
1,170000.0,37,6,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,2
1,66810.0,7,18,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,2
0,6744.0,6,7,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2
1,8988.0,7,8,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,2
1,90482.0,30,21,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,2
1,60695.0,15,19,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,2
1,28825.0,25,45,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3
1,31945.0,10,13,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,2
0,129259.0,47,9,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0
1,77307.0,7,12,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2
1,71093.0,10,6,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,2
1,36984.0,22,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,94000.0,17,16,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
1,48644.0,14,13,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,3
1,30000.0,10,17,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0
1,38713.0,7,13,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
1,28308.0,12,9,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,54972.0,15,11,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0
0,24328.0,19,11,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,6468.0,3,9,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0
1,71715.0,15,11,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,3
1,72012.0,28,29,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0
1,41232.0,20,13,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,2
1,85613.0,13,11,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,2
0,70000.0,14,7,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2
0,70264.0,35,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1,135000.0,25,12,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,2
1,207000.0,22,9,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,3
1,30007.0,4,5,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2
0,11676.0,11,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3
1,90000.0,14,7,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,3
1,62400.0,7,22,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,2
1,110000.0,9,16,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,2
1,17124.0,9,10,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2
1,49476.0,6,10,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2
1,150000.0,25,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2
1,60505.0,12,15,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,2
1,113447.0,18,12,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,3
0,12000.0,18,8,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,3
1,50262.0,22,8,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,2
0,17736.0,4,7,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,2
1,120000.0,20,11,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,2
1,10963.0,7,7,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,2
1,25296.0,12,7,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0
1,81000.0,5,16,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2
1,168000.0,9,8,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2
1,190000.0,21,12,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,100000.0,21,5,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1,35556.0,8,10,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,2
1,125000.0,10,12,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2
1,27492.0,6,9,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,2
1,71256.0,11,13,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,3
0,34900.0,9,20,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,2
1,110000.0,42,11,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2
1,83194.0,14,12,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,2
0,89446.0,40,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2
1,220000.0,18,15,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2
1,120000.0,8,14,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,2
1,112000.0,18,13,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,3
1,130000.0,26,14,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,2
1,60505.0,16,20,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,3
1,33204.0,10,22,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,2
1,175000.0,45,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2
1,78000.0,17,16,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,2
1,130000.0,4,7,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2
1,94539.0,25,19,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,2
1,63000.0,7,12,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,2
1,140000.0,8,12,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,2
1,102102.0,9,17,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,2
1,19236.0,6,7,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2
1,125000.0,21,15,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,2
1,51112.0,42,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,2
1,104000.0,25,16,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1
1,105000.0,23,24,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0
1,62000.0,6,8,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2
1,150000.0,45,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2
1,90000.0,8,17,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,2
1,170170.0,41,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2
1,128500.0,27,14,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,2
1,52680.0,32,10,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2
1,127780.0,36,14,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,4
1,110000.0,23,14,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,2
1,44965.0,10,16,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,2
1,68068.0,25,5,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1,24000.0,5,14,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,4
1,67000.0,6,5,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3
1,150000.0,10,30,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3
1,80000.0,8,11,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,3
1,10908.0,9,14,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,2
1,54972.0,25,15,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,3
1,136960.0,30,14,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0
1,63336.0,12,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,2
1,17976.0,4,9,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,2
1,160000.0,11,18,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,2
1,21952.0,14,14,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,2
0,50000.0,8,8,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,2
1,100000.0,35,13,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,2
1,49160.0,12,16,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,2
0,66516.0,8,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2
1,125000.0,11,18,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,2
1,173952.0,17,6,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1,56723.0,13,19,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0
1,82020.0,21,17,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,2
1,170927.0,15,14,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,3
1,86900.0,23,9,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2
0,17148.0,14,8,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,2
1,151263.0,35,10,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,3
1,5664.0,4,8,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2
1,145000.0,22,16,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,4
1,86000.0,6,9,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,2
1,121010.0,11,11,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,2
1,85000.0,24,17,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,2
1,89500.0,6,16,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,2
1,113447.0,11,9,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,3
1,120000.0,22,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2
0,13440.0,7,16,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0
1,70150.0,6,14,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,2
1,151263.0,12,17,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,3
1,16219.0,18,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1,165000.0,6,16,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,2
1,84000.0,10,14,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,3
0,60840.0,15,9,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,2
1,113447.0,11,11,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2
1,17448.0,8,13,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,2
1,160000.0,16,24,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2
1,195000.0,40,7,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,3
0,55850.0,26,22,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,2
1,125000.0,12,6,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,3
1,34294.0,13,10,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,2
1,130000.0,10,17,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,2
0,44964.0,4,19,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,2
1,25200.0,8,18,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1
1,117000.0,23,14,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,2
1,32988.0,8,18,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,2
1,120000.0,14,17,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1,81074.0,11,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3
1,103000.0,11,15,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,2
1,185000.0,10,13,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,2
1,12000.0,8,7,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,2
1,36000.0,5,8,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,2
1,195000.0,35,5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1,146000.0,24,13,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
0,21264.0,9,12,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0
1,9696.0,8,31,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,2
1,85000.0,19,17,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,2
1,185000.0,37,13,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,2
1,1380.0,12,19,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,4
1,220000.0,20,23,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,2
1,8377.0,9,14,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,2
1,172000.0,15,14,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,2
1,109695.0,12,15,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,2
1,120000.0,10,8,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2
1,200000.0,14,5,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2
1,6696.0,6,13,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,2
1,200000.0,40,10,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2
0,18612.0,34,18,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,3
